Screen Name, Description, User ID, Followers Count 
kameleonsubrosa, "DreamCatcher • GoldenStateOfMind • #aerbook • @Aer_io • @InventionArts • Paris • San Francisco •", 138656615, 681 
chrishuskins, "Voiceover Artist and Producer - Talk to me about marketing your business with audio! & CEO - Abrupt Audio and Abrupt Branded. Podcast Lover & Audiobook Addict.", 76884913, 738 
lillianrobbie, "☕️22. Interning. Journalism & Psych. Dogs. Writing. Tea.☕️", 4401246196, 543 
funtweettt, "", 747467632979279872, 3205 
SchmidtJesper, "#fantasy author. I follow back, when not craving Danish pastry; damn gluten. Unless you sell followers or adult content. FREE #videos: https://t.co/enmtlY7EfH", 612408234, 5929 
BestUKBiz, "This Twitter page is brought to you by the greatest online marketing company based in Leeds, UK. @AreYouInLtd", 3398689407, 272 
BootstrapBoards, "Frameless Expandable White Boards for Endless Startup Creativity", 701618881006170113, 358 
carolyn_clyde, "Mobile Marketing Strategist, specializing in Mobile Marketing, Mobile App Development, Video Marketing, Social Media Management and Incentive Marketing.#mobile", 4190405055, 1214 
almadelyug, "", 1038212970, 278 
xbazzd, "Sysadmin • MCSE • Security Researcher • Competitive Player for @esports_MD • esports since 1998 • https://t.co/x15WtvDXtY • business inquiries: bazzd@posteo.de", 2954226802, 619 
davidwpeck, "Lecturer in Digital Marketing; PhD student; general nusiance to companies that deliver poor customer service. Views here are my own....", 117149819, 162 
scoredelaware, "SCORE®, the nation’s largest volunteer business counseling service, is a nonprofit association dedicated to helping America's small businesses.", 1115336797, 423 
MikeDPalmer, "Dad, transatlantic entrepreneur, forward-thinker, innovator, leader, marketer, influencer, aspie, nice guy | Founder https://t.co/lPlU6bIezp", 1424254021, 1521 
RobertR58, "A #Military Family #disability  #Family #Kids stuff #Faith #Inspiration #Music #Motivation #Business Interesting Post Funding Causes Too https://t.co/NKmDeBhpMH", 17860956, 3237 
quaestio_marca_, "???I'M TRΨIΠG TΩ ҒΩLLΩШ Σ∇ΣRΨΩΠΣ ΩΠ TШITTΣR, SΩ ҒΩLLΩШ MΣ SΩ I CΔΠ ҒΩLLΩШ MΩRΣ PΣΩPLΣ. βΣCΔUSΣ THΔT MΔҜΣS SΣΠSΣ.???", 726590782103273472, 513 
jhdreyfuss, "Father, lover, hedonist, learner, teacher, sufferer; Science, medicine, technology information writer and editor; marathoner, considerer, science nerd.", 193795994, 810 
LetsPlore, "Letsplore helps Millennials figure out what they want to do with their lives.", 2922439420, 113 
aprilve19341471, "instagram-aprilvelazquez393 musicly-April Velazquez snapchat-aprilvelazquez5", 3463782132, 1076 
MoniqueStinson, "Two-Time Daytime Emmy Award Winning TV Producer/Entrepreneur & Owner of The Wine Caterers & Silicon Beach Coffee Co. from Los Angeles, CA", 1797835172, 749 
Cinderellas_Sis, "Still trying to make the shoe fit. This book is about me, #Cinderella's stepsister. Tweeting via magic fairy wand. Written by @madinapaola. Debut 2016.", 2591577840, 9103 
specter_guy, "YT Called Shadow Specter guy I like to play minecraft, pixel gun and brave frontier
I also like to make bravefrontier skins for MC", 3348432353, 1244 
vanoop1, "I am aTech Geek and I #tweet and #retweet all about technology.
I follow and unfollow back #FollowBack", 767070282372804608, 3184 
dhevhi263, "Tech enthusiast | #TeamHTC #HTCElevate #Twimbo", 340298107, 237852 
MyCareerSpecial, "London's GO-TO CAREER ADVISORY firm. #Jobs #UCAS #CV #Interview #Coaching. Specialist Programmes:#Medicine #Law #Consulting #Accounting #Banking #careeradvice", 770053214129487875, 922 
VictorProvot, "Maire de @ThironGardais / @PnrPerche /@PaysPerche28 / @Eurelien / Président @OrdreTiron / https://t.co/CpBfaPRmSe / @afccre / @MEF_28 / @BLMEureEtLoir / @AvecBLM", 492048729, 1066 
kevesson03, "Quem sou eu? Aqle q está acima d vc e abaixo d Deus. Eu não me acho - Sou realista! 

#SegueQueEuSigoDeVolta", 404750831, 294 
PlandevueloCL, "Estamos presentando Cuéntame una historia original - Leo Cavour https://t.co/mNSdRMi8KU Facebook: https://t.co/NDoWApVnRt", 61489811, 7097 
BeanNinjas, "Bookkeeping made easy!", 3246425023, 649 
MarketerFly, "Working as Digital Marketing Executive at @Marketer_Asia 
#SEO #PPC #SMO #ORM
https://t.co/oyjg1A6WpC", 774152534386544640, 90 
Guillerseo, "Title★Spanish SEO |
MetaDescription: I ♥ learning New Things & Travelling.
Curiosity is the Wick in the Candle of learning.
W.A★", 92545944, 683 
surojmondal100, "", 3427017672, 515 
majamalizmaj, "Business Development Manager@ Foundcenter Investment,Digital Marketing Professional.", 478996939, 383 
CCavsfan2015, "I Love Music / Singer/ and Play Drums/ I Want To Learn The Piano/Supporter Of Young Talented Artists / Joined Sept. 2012", 3259184348, 676 
BenardAkello, "A Kenyan on twitter, an entrepreneur and commentator on political, social justice and economic issues.", 1063901929, 972 
AlexWitzleben, "Views are my own - follow economic history, competitiveness, getting out of economic crisis, promote Europe, smart and innovative green policies", 253615321, 1921 
rlresponsiveweb, "Rl Responsive Web Design Rl Responsive Web Design Seo Web Designer Web Development", 774010671105212416, 14 
qubicktouchpad1, "Founder of Qubick  #startup #crowdfunding #indiegogo #waterproof #wireless #touchpad", 765992723857932289, 320 
AdamRBrownSF, "37 y/o Credit Union Rep & Theatrical Production Assistant", 3919991718, 196 
alexmcortes, "", 79912258, 477 
taimur_h, "Gamer. Social media specialist. Incurable thinker. Passionate coffee advocate. Web maven.", 2247897631, 182 
txsiemprelider, "Empresa líder en confección de todo tipo de prendas de vestir, uniformes, gorras, franelas, camisas y mas...", 2174597581, 1035 
Dnomaidxx, "", 855217434, 5685 
miltongeorgem, "Helping Businesses Grow Using Innovative Marketing Techniques - Partner @MFadvertising - Creative Director @CreativeMondayz #EatMoreArt.", 633963357, 1203 
SBGames_AU, "We are an Android game and app development company based in Brisbane. Our first app Voto Album... out soon! @Voto_Album", 3978087492, 385 
ousschinwi1921, "", 773561810968514560, 50 
theloveseason, "love tweets", 720154540570517504, 23459 
vampiewrman1, "", 3387856384, 87 
BrightOwlTweets, "Bright Owl Copywriting & Communications can help you turn words into sales. Avid book lover, wine drinker and cheese eater.", 2373545010, 941 
nhwehw3mu_360, "Nhwehw3mu360 serves news as it breaks based on facts from credible sources. Social/Politics/Entertainment/Health", 774914695216111616, 45 
communimanagers, "Growth Hacking, Social Media Strategy, Social Media Content. Destino turístico Inteligente. 620 millones de impresiones en fb.", 278425695, 2532 
sherrelljia45, "To waken interest and kindle enthusiasm is the sure way to teach easily and successfully https://t.co/biRAgcpnxh", 3575951233, 1493 
AlexKing365, "Decisive, Creative Influencer: Forward-thinking, ambitious, and spontaneous with a natural aversion to rigid structure.", 3406019884, 2299 
aklees, "Co-Founder of https://t.co/BlSQIqaOC6, https://t.co/TwHfzxYZVM and https://t.co/dZAnxf5qJS Tweets about Dogs, Food & Wine and Tech & Media.", 15651036, 541 
15andmeowing, "not-so-crazy cat lady", 298511604, 1567 
SteveJDownes, "Digital Marketing Consultant. Curious. Always learning. Love BIG ideas. Director Manchester International Festival, bewildered dad, rugby nut, happy.", 15270475, 5376 
clearmindKC, "Helping others rediscover the natural ability to live life fully, with presence, compassion and wisdom.", 3301773109, 500 
Altiuspowerpro, "Bringing you fast, effective and safe weight-loss ideas. Visit https://t.co/z0s4uaYg04 for more information.", 770934463316553728, 914 
JeffPeltin, "Chief Marketing & Training Officer 
Business Consultant | Marketing Expert
It's Our Business to Get You Business!
We Increase Your ROI or You Don't Pay", 172152996, 1115 
F42013, "Writer and editorial producer; marketing specialist too.", 1239632989, 37 
ladonna44, "Hard working  mom that loves life and her child", 45770082, 303 
Malawi24, "The official Twitter account for Malawi24, source for all the latest #Malawi news, exclusive interviews and critical commentary on current affairs.", 1960264604, 3283 
2KADIL, "CEO of @easyfastbooking. Follow me on Instagram @2kadil & @atlantaeater.", 1881762366, 44696 
technicalCHASE, "Wake up. Drink coffee. Code. Dance. Be awesome. Sleep. (In no particular order).", 4608779723, 908 
dbrownthegreat, "Artist with a variety of interests: Art (all forms),music, sports, film, television, comics, comedy, food, animals. #CriticalThinker #Pisces", 324203386, 4310 
mallorcatoday, "Mallorca-today - das Online Mallorca Magazin. Entdecke Mallorca - viele Infos zu einzelnen Regionen und Sehenswürdigkeiten, News, Wetter, Tipps, Kochrezepte.", 14368639, 2231 
venturedhes, "⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀ ⠀❝ my hands your 淪 ⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⁺∗ ⁺ ∗ hands tied up ∗ ⁺ ∗⁺ ⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀ ⠀⊷ like two ships ༯ ❞", 592378740, 11060 
TravellinFoodie, "Raymond | Travel and Food Blogger and Photographer from Toronto | Food IG: https://t.co/KiEs4BU5rn | Travel & Nature IG: https://t.co/buxDrwJqIr", 2562738049, 1821 
jcupchurch5, "", 619601236, 105 
SteveLeasock, "#Author of (One Moment in Life)  Conditioned #behavior overshadows us.  We seek fulfillment. Human #consciousness is shifting; existing in harmony with life.", 718081022131363840, 1738 
simardeep647, "Hi I'm  doing #SEO,#SMO as individual.
I have a good experience related to digital marketing.", 4258108994, 77 
Gopit_Search, "The New Social Search Engine. You Can Do It All From Just One Location, So There Is No Need To Go Anywhere Else. Download The App Today!", 729521743, 55913 
trainerellacom, "Personaltrainer|Fitnesscoach|Motivator|Blogger", 773114815384616961, 54 
Artlover_art, "#RT #MGWV #TFB #FB #paksgallery  #mamag_museum #aboutartmagazin  #Tanjaplayner Be my friend. 100% #followback all my friends!", 2374424424, 60116 
SocialAllOfUs, "Freelance content writer, sub-editor and general wonderer. Creator of https://t.co/BxPPqQ7eoA Any work enquiries email: gareth270@btinternet.com", 281701506, 2725 
fouriestian1, "Once you become fearless life becomes limitless ✌...IG:fouriestian..", 3374294519, 1190 
S__MUJICA, "DIOS es mi Guia -- Construyo mi vida con Exito !!  †", 48566365, 3365 
bmassey, "Founder of Conversion Sciences and author of Your Customer Creation Equation. https://t.co/eYD1bexaBh", 1013811, 11842 
cley2312, "", 732091090375970816, 528 
l_brophy, "Interested in health ~ fitness ~ yoga ~ photography ~ music & social media. I write under a pen name ~ reiki level 2 ~ wife ~ mom #canucks fan.", 860176609, 2894 
BhabishayRaj, "Hiiii friends. I m a politician. Work as a member of parliyament(MP) from BJP.", 774380014787760128, 136 
_Charxoxo7, "Caribbean, York University ♕", 23868865, 1520 
LuisCSanchez2, "CEO & #Entrepreneur. I tweet primary on #MarketplaceMinistry #Discipleship #Equipping #Evangelism #Miracles #BusinessAsMission #IntimacyWithGod", 4308341054, 144 
_semperti, "Somos una consultora de IT especializada en el diseño e implementación de soluciones de alta complejidad tecnológica.", 1148077513, 662 
giovanni_devin, "fan de la team laSalle @laSalleMQS 
@UnwinGTA @aidenshow 
mon snap: giovanni_gd 
psn (ps3):  giovannigd09", 725926836484468736, 689 
Kennedy19Daniel, "@Manutd Fan @RealMadrid Fan @GorMahia Fan, Football has thought me a lot in life, Football is my life!!!", 566224985, 897 
LochlinCross, "#TheLOCKERROOM is back! Weekday mornings on @957CRUZFM! Featuring @LochlinCross @GrantTheJohnson & @jpwhite197. #yeg #F4F", 24202123, 24619 
jainsanchits, "CoFounder & CEO @Traplum                                    
Hustler, Just Chasing my Dreams", 1601737856, 269 
LetstalkRk, "Co-Founder & Director.
Applicate IT Solutions Pvt Ltd.", 1135659312, 14 
businessmailbox, "Your European postal address! For business and private use. With scan and sent service of mail and packages.", 2286976321, 6035 
japamonosize, "Música Rap e Hip-Hop", 770724729766481920, 19 
SFDC_Answers, "Salesforce Answers teaches the solutions to Trailhead Challenges. https://t.co/pGGasCs59e", 757725069124759552, 388 
dmelseo, "Want to Know What's Trending in Digital #Marketing Today? Check out our BLOG https://t.co/wLcgRt7yjp", 4269058933, 2134 
pieterschultz, "web redacteur, content curator, atheïstisch theoloog (focus: conflicten & non-monogamie); zie @polyamorie & @newsmastering", 3050201, 667 
TheKingGroupTN, "Insurance Consulting | Personal & Commercial Insurance Risk Assessment Specialist | Knoxville, TN | thekinggroup@outlook.com", 4927406284, 1156 
assortify, "e-commerce product research made easy. Find products that are in high demand with the highest margins in real-time.", 3247944429, 240 
arkayacan1, "Financial Services 4.0 Uploading 2020 = Retailers of Experience, Faciliators of Ecosystems, Incubators of Fintechs, Innovators of Buyology,Confidant of Consumer", 2236810737, 165 
burgersnbeards, "Burgers and Beards. What more do you need?
#burger #beard #cheeseburger #foodporn #beardfacts #manliness #grooming", 841829508, 1630 
dubeymadhuri85, "", 4853840924, 3193 
vfevercompany, "https://t.co/hTtS6aAAhI. https://t.co/8QuUQoeu8c", 3234072240, 104214 
dfweb75, "Retrouvez l’Histoire dans cet éphéméride agrémenté de citations. Signalez-moi toute erreur ou suggestion. Autre twitter @fdweb75", 545529094, 6492 
vinayagatrust, "", 1904624534, 935 
MelaniGrube, "Artist, illustrator, writer, YouTuber, mom and wife, mermaid out of water. https://t.co/uzjowpDiuD", 1335196934, 1204 
halodarkspyre, "Filmmaker/Cinematographer", 9115662, 1813 
bkshakes, "", 2701990088, 73 
RadBluCrete, "Unique Stylish. Entirely Radisson BLU. #Milatos #Crete #Greece #RadissonBlu", 3044870147, 1908 
GogettersclubGo, "A community for those who make it happen!!!", 756604221991124997, 107 
NicolleGuemarx, "", 235975237, 291 
ChadTheOriginal, "coder, tv and movie aficionado, gamer, avid book listener, interested in #philosophy, #politics, #science, #technology, #lightwork, #spirituality and #futurism.", 721055023002738688, 306 
Fixar_Kurre, "Wanna create mega InstagramTraffic? This is a must see video!", 2248356396, 427 
